Time,Date,Discharge_inflow_m3pers,DOC_concentration_inflow_mgperL
40681,05/18/2011,38.0221,2.59462
40682,05/19/2011,33.2959,2.58748
40683,05/20/2011,29.503,2.58023
40684,05/21/2011,26.4514,2.57317
40685,05/22/2011,23.9893,2.56655
40686,05/23/2011,21.9975,2.56044
40687,05/24/2011,20.3786,2.55514
40688,05/25/2011,19.0621,2.55001
40689,05/26/2011,17.9849,2.54532
40690,05/27/2011,17.2854,2.53202
40691,05/28/2011,16.5176,2.52908
40692,05/29/2011,15.8755,2.52683
40693,05/30/2011,15.3358,2.52489
40694,05/31/2011,34.9882,2.41619
40695,06/01/2011,30.497,2.42395
40696,06/02/2011,26.8971,2.43174
40697,06/03/2011,24.2952,2.43324
40698,06/04/2011,26.1506,2.386
40699,06/05/2011,29.549,2.32598
40700,06/06/2011,26.7666,2.34876
40701,06/07/2011,24.8513,2.34937
40702,06/08/2011,31.958,2.27462
40703,06/09/2011,29.993,2.31245
40704,06/10/2011,37.5509,2.21998
40705,06/11/2011,36.6257,2.23858
40706,06/12/2011,33.1371,2.27375
40707,06/13/2011,29.7906,2.30227
40708,06/14/2011,27.092,2.3296
40709,06/15/2011,24.9064,2.35547
40710,06/16/2011,23.1326,2.37916
40711,06/17/2011,21.6865,2.40043
40712,06/18/2011,20.5066,2.41859
40713,06/19/2011,19.5365,2.43397
40714,06/20/2011,18.7233,2.44806
40715,06/21/2011,18.0402,2.46031
40716,06/22/2011,17.465,2.47034
40717,06/23/2011,16.9791,2.47794
40718,06/24/2011,16.5603,2.48411
40719,06/25/2011,16.1891,2.48999
40720,06/26/2011,15.8596,2.49511
40721,06/27/2011,15.5665,2.49914
40722,06/28/2011,15.3007,2.50259
40723,06/29/2011,15.0601,2.50504
40724,06/30/2011,14.8438,2.50602
40725,07/01/2011,14.6746,2.50109
40726,07/02/2011,14.5232,2.49477
40727,07/03/2011,14.3733,2.48952
40728,07/04/2011,14.281,2.47942
40729,07/05/2011,14.0781,2.48473
40730,07/06/2011,13.9328,2.48099
40731,07/07/2011,13.789,2.47784
40732,07/08/2011,13.6513,2.47433
40733,07/09/2011,13.5058,2.47289
40734,07/10/2011,13.3664,2.47093
40735,07/11/2011,13.2284,2.46923
40736,07/12/2011,13.0919,2.46775
40737,07/13/2011,15.5576,2.45088
40738,07/14/2011,31.252,2.43275
40739,07/15/2011,28.3086,2.42709
40740,07/16/2011,24.9426,2.43455
40741,07/17/2011,45.8922,2.29807
40742,07/18/2011,38.8984,2.30968
40743,07/19/2011,63.7635,2.10128
40744,07/20/2011,53.0598,2.1186
40745,07/21/2011,44.52,2.13809
40746,07/22/2011,37.705,2.15947
40747,07/23/2011,32.2662,2.18218
40748,07/24/2011,27.9762,2.20452
40749,07/25/2011,24.467,2.23079
40750,07/26/2011,54.2703,1.88428
40751,07/27/2011,105.908,1.55049
40752,07/28/2011,88.6709,1.55422
40753,07/29/2011,72.685,1.5814
40754,07/30/2011,64.1395,1.56205
40755,07/31/2011,53.9729,1.58592
40756,08/01/2011,44.9892,1.62766
40757,08/02/2011,37.8168,1.6747
40758,08/03/2011,32.0921,1.72648
40759,08/04/2011,27.5121,1.7828
40760,08/05/2011,23.8481,1.84244
40761,08/06/2011,20.9116,1.90432
40762,08/07/2011,18.5593,1.96652
40763,08/08/2011,16.6736,2.02727
40764,08/09/2011,15.1564,2.08548
40765,08/10/2011,13.924,2.14124
40766,08/11/2011,12.9219,2.19315
40767,08/12/2011,12.102,2.24084
40768,08/13/2011,11.4278,2.28394
40769,08/14/2011,10.8978,2.31644
40770,08/15/2011,10.4338,2.34975
40771,08/16/2011,10.0432,2.37901
40772,08/17/2011,9.71435,2.40385
40773,08/18/2011,9.43548,2.42457
40774,08/19/2011,9.1925,2.4428
40775,08/20/2011,8.98074,2.45823
40776,08/21/2011,8.79462,2.47113
40777,08/22/2011,8.63025,2.48157
40778,08/23/2011,8.48657,2.48901
40779,08/24/2011,8.38008,2.48785
40780,08/25/2011,8.29359,2.48249
40781,08/26/2011,8.20801,2.47827
40782,08/27/2011,8.12327,2.475
40783,08/28/2011,8.03942,2.47247
40784,08/29/2011,7.95644,2.47054
40785,08/30/2011,7.87432,2.46911
40786,08/31/2011,7.79304,2.46808
40787,09/01/2011,7.71261,2.46737
40788,09/02/2011,7.633,2.46693
40789,09/03/2011,7.55421,2.46671
40790,09/04/2011,7.47708,2.46639
40791,09/05/2011,7.41526,2.46139
40792,09/06/2011,7.32271,2.467
40793,09/07/2011,7.24712,2.46734
40794,09/08/2011,7.17232,2.46776
40795,09/09/2011,7.09829,2.46826
40796,09/10/2011,7.02503,2.46882
40797,09/11/2011,6.95252,2.46944
40798,09/12/2011,6.88076,2.4701
40799,09/13/2011,6.80974,2.47081
40800,09/14/2011,6.73945,2.47156
40801,09/15/2011,6.66989,2.47235
40802,09/16/2011,6.60104,2.47317
40803,09/17/2011,6.53291,2.47402
40804,09/18/2011,8.65094,2.30516
40805,09/19/2011,8.11636,2.33816
40806,09/20/2011,7.67606,2.36828
40807,09/21/2011,7.31163,2.39529
40808,09/22/2011,7.00705,2.41952
40809,09/23/2011,6.75276,2.44027
40810,09/24/2011,6.89413,2.41765
40811,09/25/2011,6.64065,2.43835
40812,09/26/2011,6.42671,2.45616
40813,09/27/2011,6.24353,2.47177
40814,09/28/2011,6.08661,2.48477
40815,09/29/2011,5.95147,2.49521
40816,09/30/2011,5.83281,2.50391
40817,10/01/2011,5.72764,2.51103
40818,10/02/2011,5.63196,2.51743
40819,10/03/2011,5.54383,2.52332
40820,10/04/2011,5.47654,2.522
40821,10/05/2011,5.42001,2.51747
40822,10/06/2011,5.36407,2.51411
40823,10/07/2011,5.3087,2.51169
40824,10/08/2011,5.25391,2.51002
40825,10/09/2011,5.19968,2.50897
40826,10/10/2011,5.14601,2.50842
40827,10/11/2011,5.0929,2.50828
40828,10/12/2011,5.04033,2.50847
40829,10/13/2011,4.9883,2.50893
40830,10/14/2011,4.93805,2.50899
40831,10/15/2011,4.88586,2.51048
40832,10/16/2011,4.83543,2.5115
40833,10/17/2011,4.78552,2.51265
40834,10/18/2011,4.73613,2.5139
40835,10/19/2011,5.46103,2.48274
40836,10/20/2011,5.26133,2.48641
40837,10/21/2011,5.07461,2.49884
40838,10/22/2011,4.91664,2.50976
40839,10/23/2011,5.12029,2.50416
40840,10/24/2011,7.16925,2.51593
40841,10/25/2011,6.55453,2.52308
40842,10/26/2011,6.05829,2.52933
40843,10/27/2011,7.17231,2.52479
40844,10/28/2011,7.65689,2.52222
40845,10/29/2011,6.9057,2.52976
40846,10/30/2011,6.29938,2.53734
40847,10/31/2011,5.80952,2.54434
40848,11/01/2011,5.41095,2.55135
40849,11/02/2011,5.08977,2.55594
40850,11/03/2011,23.4463,2.61168
40851,11/04/2011,27.8156,2.51977
40852,11/05/2011,34.8179,2.40294
40853,11/06/2011,44.7432,2.26267
40854,11/07/2011,36.3437,2.26955
40855,11/08/2011,29.6533,2.27774
40856,11/09/2011,24.3218,2.28751
40857,11/10/2011,20.072,2.299
40858,11/11/2011,16.6828,2.31237
40859,11/12/2011,13.9779,2.32778
40860,11/13/2011,11.8195,2.34489
40861,11/14/2011,10.095,2.36379
40862,11/15/2011,33.2799,2.08149
40863,11/16/2011,50.9589,1.88612
40864,11/17/2011,41.3575,1.89617
40865,11/18/2011,33.5905,1.91068
40866,11/19/2011,27.407,1.92805
40867,11/20/2011,22.5135,1.94719
40868,11/21/2011,18.8969,1.96076
40869,11/22/2011,16.6659,2.00915
40870,11/23/2011,14.1515,2.04329
40871,11/24/2011,12.0973,2.07916
40872,11/25/2011,10.4547,2.11749
40873,11/26/2011,9.13935,2.15761
40874,11/27/2011,8.08513,2.19848
40875,11/28/2011,7.23762,2.23947
40876,11/29/2011,6.55437,2.27979
40877,11/30/2011,6.00301,2.3182
40878,12/01/2011,5.5563,2.35418
40879,12/02/2011,5.19253,2.38745
40880,12/03/2011,4.89508,2.41762
40881,12/04/2011,4.64984,2.44493
40882,12/05/2011,4.44686,2.4691
40883,12/06/2011,4.27768,2.49025
40884,12/07/2011,4.1349,2.50899
40885,12/08/2011,4.0147,2.52466
40886,12/09/2011,3.91261,2.53761
40887,12/10/2011,3.82375,2.54907
40888,12/11/2011,3.7457,2.55916
40889,12/12/2011,3.67595,2.56842
40890,12/13/2011,3.61333,2.57683
40891,12/14/2011,3.53875,2.58573
40892,12/15/2011,3.50591,2.58902
40893,12/16/2011,3.47584,2.59213
40894,12/17/2011,3.44984,2.59372
40895,12/18/2011,3.42632,2.59465
40896,12/19/2011,3.40995,2.59113
40897,12/20/2011,3.39367,2.58828
40898,12/21/2011,3.37748,2.58598
40899,12/22/2011,3.36136,2.58413
40900,12/23/2011,3.34532,2.58263
40901,12/24/2011,3.32936,2.58142
40902,12/25/2011,3.31348,2.58043
40903,12/26/2011,3.29767,2.57962
40904,12/27/2011,3.28193,2.57896
40905,12/28/2011,3.26628,2.57842
40906,12/29/2011,3.25069,2.57796
40907,12/30/2011,3.23519,2.57758
40908,12/31/2011,3.21975,2.57727
40909,01/01/2012,3.20439,2.57699
40910,01/02/2012,3.18911,2.57676
40911,01/03/2012,3.17389,2.57656
40912,01/04/2012,3.15876,2.57638
40913,01/05/2012,3.14369,2.57622
40914,01/06/2012,3.14592,2.56198
40915,01/07/2012,3.12123,2.5698
40916,01/08/2012,3.09892,2.57583
40917,01/09/2012,3.08414,2.57572
40918,01/10/2012,3.06943,2.57562
40919,01/11/2012,3.05479,2.57552
40920,01/12/2012,3.04022,2.57542
40921,01/13/2012,3.02573,2.57533
40922,01/14/2012,3.0113,2.57524
40923,01/15/2012,2.99694,2.57516
40924,01/16/2012,2.98265,2.57508
40925,01/17/2012,2.96842,2.57499
40926,01/18/2012,2.95427,2.57491
40927,01/19/2012,2.94018,2.57483
40928,01/20/2012,2.92616,2.57476
40929,01/21/2012,2.91221,2.57468
40930,01/22/2012,2.89833,2.5746
40931,01/23/2012,2.88451,2.57453
40932,01/24/2012,2.87076,2.57445
40933,01/25/2012,2.85707,2.57438
40934,01/26/2012,2.84345,2.5743
40935,01/27/2012,2.82989,2.57423
40936,01/28/2012,2.83347,2.55865
40937,01/29/2012,2.81889,2.55955
40938,01/30/2012,2.796,2.56813
40939,01/31/2012,2.77632,2.57394
40940,02/01/2012,2.79652,2.55257
40941,02/02/2012,2.77652,2.55673
40942,02/03/2012,2.75797,2.56005
40943,02/04/2012,2.7406,2.56271
40944,02/05/2012,2.72418,2.56482
40945,02/06/2012,7.20065,2.68564
40946,02/07/2012,6.26136,2.67869
40947,02/08/2012,5.51779,2.66843
40948,02/09/2012,4.91685,2.66175
40949,02/10/2012,4.43619,2.65516
40950,02/11/2012,4.05794,2.64445
40951,02/12/2012,3.75446,2.63442
40952,02/13/2012,3.51011,2.62551
40953,02/14/2012,3.30651,2.62281
40954,02/15/2012,3.14097,2.62131
40955,02/16/2012,3.0058,2.62089
40956,02/17/2012,2.89611,2.62028
40957,02/18/2012,2.80591,2.62023
40958,02/19/2012,2.7317,2.62023
40959,02/20/2012,2.67056,2.61993
40960,02/21/2012,2.62006,2.61916
40961,02/22/2012,2.5761,2.61995
40962,02/23/2012,2.53754,2.62188
40963,02/24/2012,2.50387,2.62413
40964,02/25/2012,2.47431,2.62643
40965,02/26/2012,2.45206,2.62446
40966,02/27/2012,2.44038,2.61391
40967,02/28/2012,2.42875,2.60547
40968,02/29/2012,2.41718,2.59871
40969,03/01/2012,2.40567,2.59329
40970,03/02/2012,2.39421,2.58894
40971,03/03/2012,2.3828,2.58546
40972,03/04/2012,2.37145,2.58266
40973,03/05/2012,2.36016,2.58041
40974,03/06/2012,2.34891,2.5786
40975,03/07/2012,2.33773,2.57714
40976,03/08/2012,2.32659,2.57596
40977,03/09/2012,2.31551,2.57501
40978,03/10/2012,2.30448,2.57423
40979,03/11/2012,2.2935,2.5736
40980,03/12/2012,2.28258,2.57308
40981,03/13/2012,2.27171,2.57266
40982,03/14/2012,2.26089,2.57231
40983,03/15/2012,2.25012,2.57202
40984,03/16/2012,2.23941,2.57177
40985,03/17/2012,2.22874,2.57157
40986,03/18/2012,2.21813,2.57139
40987,03/19/2012,2.21089,2.56737
40988,03/20/2012,2.19835,2.56958
40989,03/21/2012,3.53205,2.82829
40990,03/22/2012,12.5772,3.22581
40991,03/23/2012,11.008,3.15455
40992,03/24/2012,9.28706,3.12245
40993,03/25/2012,7.91291,3.08781
40994,03/26/2012,6.81613,3.05064
40995,03/27/2012,5.94042,3.01148
40996,03/28/2012,5.24006,2.97152
40997,03/29/2012,4.67893,2.93196
40998,03/30/2012,4.22709,2.89484
40999,03/31/2012,3.86501,2.85903
41000,04/01/2012,3.57392,2.82558
41001,04/02/2012,3.34058,2.794
41002,04/03/2012,3.16391,2.75529
41003,04/04/2012,3.01432,2.72693
41004,04/05/2012,2.88811,2.70643
41005,04/06/2012,2.7858,2.68797
41006,04/07/2012,2.70262,2.67133
41007,04/08/2012,2.62949,2.6616
41008,04/09/2012,2.57005,2.65194
41009,04/10/2012,2.52109,2.64283
41010,04/11/2012,2.47813,2.6367
41011,04/12/2012,2.45004,2.62224
41012,04/13/2012,2.62412,2.63124
41013,04/14/2012,2.87846,2.5862
41014,04/15/2012,3.15094,2.54054
41015,04/16/2012,3.92333,2.49203
41016,04/17/2012,3.86763,2.49208
41017,04/18/2012,3.83175,2.48082
41018,04/19/2012,4.35814,2.46279
41019,04/20/2012,4.39458,2.4582
41020,04/21/2012,4.35976,2.45072
41021,04/22/2012,4.32793,2.44324
41022,04/23/2012,4.29105,2.44
41023,04/24/2012,4.26169,2.43362
41024,04/25/2012,4.44815,2.42805
41025,04/26/2012,4.41253,2.42577
41026,04/27/2012,4.37723,2.42397
41027,04/28/2012,4.3507,2.41784
41028,04/29/2012,4.30757,2.42144
41029,04/30/2012,6.78428,2.91571
41030,05/01/2012,9.96305,2.70458
41031,05/02/2012,5.79529,2.88319
41032,05/03/2012,5.409,2.84413
41033,05/04/2012,5.09477,2.80874
41034,05/05/2012,4.83519,2.77875
41035,05/06/2012,4.64188,2.74048
41036,05/07/2012,4.45731,2.72208
41037,05/08/2012,4.29817,2.70966
41038,05/09/2012,4.16096,2.70148
41039,05/10/2012,4.041,2.6972
41040,05/11/2012,3.93341,2.69729
41041,05/12/2012,3.83953,2.69848
41042,05/13/2012,5.75662,3.08503
41043,05/14/2012,6.14163,3.13216
41044,05/15/2012,6.33714,2.9841
41045,05/16/2012,5.91897,2.9224
41046,05/17/2012,6.0377,2.83026
41047,05/18/2012,5.72095,2.79146
41048,05/19/2012,5.45897,2.75824
41049,05/20/2012,18.0441,3.66794
41050,05/21/2012,17.9286,3.41654
41051,05/22/2012,15.924,3.31987
41052,05/23/2012,14.095,3.23876
41053,05/24/2012,12.6233,3.15872
41054,05/25/2012,11.4357,3.08172
41055,05/26/2012,10.4782,3.00825
41056,05/27/2012,9.70014,2.9408
41057,05/28/2012,9.55462,2.90635
41058,05/29/2012,8.94031,2.84918
41059,05/30/2012,8.43417,2.79953
41060,05/31/2012,8.01435,2.75729
41061,06/01/2012,7.66406,2.72186
41062,06/02/2012,7.36955,2.69263
41063,06/03/2012,8.24898,2.80936
41064,06/04/2012,7.83051,2.76107
41065,06/05/2012,7.46717,2.72565
41066,06/06/2012,7.16231,2.69649
41067,06/07/2012,6.90504,2.67268
41068,06/08/2012,6.69713,2.64915
41069,06/09/2012,6.51539,2.63133
41070,06/10/2012,6.35461,2.61839
41071,06/11/2012,6.22401,2.604
41072,06/12/2012,6.10996,2.59164
41073,06/13/2012,6.00386,2.58327
41074,06/14/2012,5.93843,2.56335
41075,06/15/2012,5.87713,2.54638
41076,06/16/2012,5.81647,2.533
41077,06/17/2012,5.75644,2.52251
41078,06/18/2012,5.69702,2.51434
41079,06/19/2012,5.63822,2.50806
41080,06/20/2012,5.58002,2.50328
41081,06/21/2012,5.52243,2.49973
41082,06/22/2012,5.46543,2.49717
41083,06/23/2012,5.40902,2.4954
41084,06/24/2012,5.35319,2.49428
41085,06/25/2012,5.29793,2.49368
41086,06/26/2012,5.24325,2.49351
41087,06/27/2012,5.18913,2.49368
41088,06/28/2012,5.13557,2.49414
41089,06/29/2012,5.08256,2.49484
41090,06/30/2012,5.0301,2.49573
41091,07/01/2012,4.98588,2.49292
41092,07/02/2012,4.9268,2.49795
41093,07/03/2012,4.87595,2.49925
41094,07/04/2012,4.82562,2.50064
41095,07/05/2012,4.77829,2.50081
41096,07/06/2012,4.72652,2.50366
41097,07/07/2012,4.67773,2.50526
41098,07/08/2012,4.62945,2.50693
41099,07/09/2012,4.58167,2.50864
41100,07/10/2012,4.53438,2.5104
41101,07/11/2012,4.48758,2.51221
41102,07/12/2012,4.44126,2.51405
41103,07/13/2012,4.39542,2.51594
41104,07/14/2012,4.35204,2.51671
41105,07/15/2012,4.30515,2.51982
41106,07/16/2012,4.26139,2.52141
41107,07/17/2012,4.21674,2.52385
41108,07/18/2012,4.17321,2.52591
41109,07/19/2012,4.13014,2.52802
41110,07/20/2012,4.08751,2.53016
41111,07/21/2012,4.04532,2.53234
41112,07/22/2012,4.00654,2.53268
41113,07/23/2012,3.96656,2.53406
41114,07/24/2012,3.92135,2.53912
41115,07/25/2012,3.88087,2.54148
41116,07/26/2012,3.84081,2.54388
41117,07/27/2012,3.80117,2.54633
41118,07/28/2012,3.76194,2.54885
41119,07/29/2012,3.72311,2.55143
41120,07/30/2012,3.68468,2.5541
41121,07/31/2012,3.64665,2.55687
41122,08/01/2012,3.60901,2.55977
41123,08/02/2012,3.57176,2.56287
41124,08/03/2012,3.53489,2.5663
41125,08/04/2012,3.48182,2.57055
41126,08/05/2012,3.46526,2.57045
41127,08/06/2012,3.47022,2.55449
41128,08/07/2012,3.43238,2.57027
41129,08/08/2012,3.41606,2.57017
41130,08/09/2012,3.39982,2.57008
41131,08/10/2012,3.38365,2.56999
41132,08/11/2012,3.36756,2.5699
41133,08/12/2012,3.35154,2.5698
41134,08/13/2012,3.33561,2.56971
41135,08/14/2012,3.31974,2.56962
41136,08/15/2012,3.30396,2.56953
41137,08/16/2012,3.28825,2.56944
41138,08/17/2012,3.27261,2.56935
41139,08/18/2012,3.25705,2.56926
41140,08/19/2012,3.24156,2.56918
41141,08/20/2012,3.22615,2.56909
41142,08/21/2012,3.21081,2.569
41143,08/22/2012,3.19554,2.56891
41144,08/23/2012,3.18035,2.56883
41145,08/24/2012,3.16522,2.56874
41146,08/25/2012,3.15018,2.56865
41147,08/26/2012,3.14092,2.56389
41148,08/27/2012,3.12029,2.56848
41149,08/28/2012,3.10884,2.5656
41150,08/29/2012,3.09069,2.56831
41151,08/30/2012,24.6135,5.363
41152,08/31/2012,20.1685,5.28577
41153,09/01/2012,16.633,5.19397
41154,09/02/2012,13.8165,5.0881
41155,09/03/2012,11.57,4.96879
41156,09/04/2012,9.77672,4.83683
41157,09/05/2012,8.34622,4.69251
41158,09/06/2012,7.20456,4.5379
41159,09/07/2012,6.29362,4.37546
41160,09/08/2012,5.57514,4.20216
41161,09/09/2012,4.9952,4.03394
41162,09/10/2012,4.52935,3.87153
41163,09/11/2012,4.15484,3.71801
41164,09/12/2012,9.05746,4.51154
41165,09/13/2012,7.97385,4.38365
41166,09/14/2012,6.8923,4.24911
41167,09/15/2012,6.02908,4.10824
41168,09/16/2012,5.33861,3.96502
41169,09/17/2012,4.78556,3.82303
41170,09/18/2012,4.34957,3.67922
41171,09/19/2012,11.4146,4.60048
41172,09/20/2012,9.61676,4.49367
41173,09/21/2012,8.18233,4.37646
41174,09/22/2012,7.03627,4.25097
41175,09/23/2012,6.12131,4.11855
41176,09/24/2012,5.39075,3.98172
41177,09/25/2012,4.81075,3.84073
41178,09/26/2012,4.35078,3.69887
41179,09/27/2012,3.98378,3.56183
41180,09/28/2012,3.68987,3.43331
41181,09/29/2012,57.2034,4.94184
41182,09/30/2012,57.1428,4.59101
41183,10/01/2012,45.9763,4.56965
41184,10/02/2012,37.0901,4.54346
41185,10/03/2012,30.0159,4.51192
41186,10/04/2012,24.3828,4.47427
41187,10/05/2012,19.8977,4.42946
41188,10/06/2012,16.3261,4.37663
41189,10/07/2012,13.4815,4.31502
41190,10/08/2012,11.215,4.24432
41191,10/09/2012,9.40932,4.16408
41192,10/10/2012,7.97133,4.07415
41193,10/11/2012,6.84126,3.96644
41194,10/12/2012,22.0026,3.42253
41195,10/13/2012,18.0244,3.39852
41196,10/14/2012,15.3653,3.35303
41197,10/15/2012,17.7827,3.21882
41198,10/16/2012,14.628,3.19985
41199,10/17/2012,12.1139,3.17829
41200,10/18/2012,10.1079,3.15463
41201,10/19/2012,9.90144,3.08115
41202,10/20/2012,16.1282,2.9913
41203,10/21/2012,25.9138,2.88147
41204,10/22/2012,21.0847,2.87606
41205,10/23/2012,17.2379,2.86999
41206,10/24/2012,14.1751,2.86281
41207,10/25/2012,11.9845,2.84378
41208,10/26/2012,11.7576,2.7929
41209,10/27/2012,9.89095,2.77691
41210,10/28/2012,8.32744,2.76769
41211,10/29/2012,7.08104,2.75757
41212,10/30/2012,6.99424,2.71742
41213,10/31/2012,36.6486,2.67187
41214,11/01/2012,29.6064,2.67114
41215,11/02/2012,24.0001,2.67036
41216,11/03/2012,19.5368,2.66949
41217,11/04/2012,16.0165,2.6656
41218,11/05/2012,13.1852,2.66349
41219,11/06/2012,10.9276,2.66173
41220,11/07/2012,9.13002,2.65946
41221,11/08/2012,7.69638,2.65736
41222,11/09/2012,6.55279,2.65538
41223,11/10/2012,5.64019,2.65355
41224,11/11/2012,4.91381,2.65064
41225,11/12/2012,4.33356,2.64782
41226,11/13/2012,3.86999,2.64488
41227,11/14/2012,3.49701,2.6436
41228,11/15/2012,3.19887,2.64186
41229,11/16/2012,2.96038,2.63959
41230,11/17/2012,2.76859,2.63756
41231,11/18/2012,2.62282,2.6269
41232,11/19/2012,2.49656,2.62624
41233,11/20/2012,2.39518,2.62453
41234,11/21/2012,2.3121,2.62359
41235,11/22/2012,2.24415,2.6227
41236,11/23/2012,2.18909,2.62083
41237,11/24/2012,2.14252,2.6203
41238,11/25/2012,2.10332,2.62014
41239,11/26/2012,2.0874,2.59847
41240,11/27/2012,2.10007,2.56672
41241,11/28/2012,2.08036,2.55634
41242,11/29/2012,2.04874,2.56536
41243,11/30/2012,2.02242,2.5718
41244,12/01/2012,1.99987,2.57669
41245,12/02/2012,1.97973,2.58107
41246,12/03/2012,1.96039,2.58654
41247,12/04/2012,1.94694,2.58591
41248,12/05/2012,1.93769,2.58102
41249,12/06/2012,1.92849,2.5771
41250,12/07/2012,1.91932,2.57395
41251,12/08/2012,1.9102,2.57142
41252,12/09/2012,1.90113,2.56939
41253,12/10/2012,1.89209,2.56776
41254,12/11/2012,1.8831,2.56645
41255,12/12/2012,1.87416,2.56538
41256,12/13/2012,1.86525,2.56453
41257,12/14/2012,1.85639,2.56383
41258,12/15/2012,1.84757,2.56326
41259,12/16/2012,1.83879,2.5628
41260,12/17/2012,1.83005,2.56242
41261,12/18/2012,1.82136,2.5621
41262,12/19/2012,1.81271,2.56184
41263,12/20/2012,1.80409,2.56163
41264,12/21/2012,1.79552,2.56144
41265,12/22/2012,1.78699,2.56129
41266,12/23/2012,1.7785,2.56115
41267,12/24/2012,1.77005,2.56103
41268,12/25/2012,1.76164,2.56093
41269,12/26/2012,1.75327,2.56084
41270,12/27/2012,1.74494,2.56076
41271,12/28/2012,1.73665,2.56068
41272,12/29/2012,1.7284,2.56061
41273,12/30/2012,1.72019,2.56055
41274,12/31/2012,1.71202,2.56048
41275,01/01/2013,1.70388,2.56043
41276,01/02/2013,1.69865,2.55605
41277,01/03/2013,1.68773,2.56032
41278,01/04/2013,1.67971,2.56027
41279,01/05/2013,1.67173,2.56022
41280,01/06/2013,1.66379,2.56017
41281,01/07/2013,1.65589,2.56012
41282,01/08/2013,1.64802,2.56007
41283,01/09/2013,1.64019,2.56002
41284,01/10/2013,1.6324,2.55998
41285,01/11/2013,1.62464,2.55993
41286,01/12/2013,1.61693,2.55989
41287,01/13/2013,1.60924,2.55984
41288,01/14/2013,1.6016,2.5598
41289,01/15/2013,1.59399,2.55975
41290,01/16/2013,1.58642,2.55971
41291,01/17/2013,1.57894,2.55956
41292,01/18/2013,1.5714,2.5596
41293,01/19/2013,3.48446,2.9977
41294,01/20/2013,3.07781,2.95985
41295,01/21/2013,2.753,2.9217
41296,01/22/2013,2.49391,2.88348
41297,01/23/2013,2.2871,2.84606
41298,01/24/2013,2.12061,2.81189
41299,01/25/2013,1.98531,2.78268
41300,01/26/2013,1.87596,2.75695
41301,01/27/2013,1.78697,2.73519
41302,01/28/2013,1.71386,2.71778
41303,01/29/2013,1.65403,2.70331
41304,01/30/2013,1.60363,2.69346
41305,01/31/2013,1.56135,2.68656
41306,02/01/2013,1.52682,2.68003
41307,02/02/2013,1.50083,2.66956
41308,02/03/2013,1.47842,2.66165
41309,02/04/2013,1.45849,2.65659
41310,02/05/2013,1.44231,2.65059
41311,02/06/2013,1.43546,2.63216
41312,02/07/2013,1.42864,2.61742
41313,02/08/2013,1.42185,2.60562
41314,02/09/2013,1.4151,2.59619
41315,02/10/2013,1.40837,2.58864
41316,02/11/2013,1.40168,2.58259
41317,02/12/2013,1.39503,2.57775
41318,02/13/2013,1.3884,2.57388
41319,02/14/2013,1.3818,2.57077
41320,02/15/2013,1.37524,2.56828
41321,02/16/2013,1.38206,2.54148
41322,02/17/2013,1.36331,2.56259
41323,02/18/2013,1.35574,2.56338
41324,02/19/2013,1.3493,2.56234
41325,02/20/2013,1.34289,2.56151
41326,02/21/2013,1.3395,2.55511
41327,02/22/2013,4.08527,3.46194
41328,02/23/2013,3.65615,3.3511
41329,02/24/2013,3.20048,3.27655
41330,02/25/2013,2.83639,3.2005
41331,02/26/2013,2.54182,3.12893
41332,02/27/2013,3.64426,3.38595
41333,02/28/2013,29.5031,3.80653
41334,03/01/2013,27.3003,3.67447
41335,03/02/2013,24.4729,3.528
41336,03/03/2013,20.493,3.47222
41337,03/04/2013,17.3222,3.40906
41338,03/05/2013,59.7965,3.28388
41339,03/06/2013,89.4441,2.83195
41340,03/07/2013,70.1202,2.84188
41341,03/08/2013,57.292,2.83251
41342,03/09/2013,47.0723,2.82137
41343,03/10/2013,38.9215,2.80877
41344,03/11/2013,32.4224,2.79428
41345,03/12/2013,27.2377,2.77785
41346,03/13/2013,23.1064,2.75867
41347,03/14/2013,20.2495,2.73171
41348,03/15/2013,17.5967,2.7104
41349,03/16/2013,15.4713,2.68839
41350,03/17/2013,13.8948,2.66465
41351,03/18/2013,12.7385,2.63967
41352,03/19/2013,11.9689,2.61414
41353,03/20/2013,11.0626,2.596
41354,03/21/2013,10.3255,2.57954
41355,03/22/2013,9.7217,2.56531
41356,03/23/2013,9.22559,2.55287
41357,03/24/2013,8.83225,2.53732
41358,03/25/2013,9.02003,2.52342
41359,03/26/2013,8.81473,2.51035
41360,03/27/2013,9.61545,2.49495
41361,03/28/2013,10.2932,2.4819
41362,03/29/2013,10.9993,2.48143
41363,03/30/2013,10.8802,2.47984
41364,03/31/2013,11.0988,2.47994
41365,04/01/2013,13.2077,2.42681
41366,04/02/2013,14.4893,2.44194
41367,04/03/2013,14.6159,2.45213
41368,04/04/2013,14.1526,2.45669
41369,04/05/2013,18.1395,2.41026
41370,04/06/2013,21.389,2.41061
41371,04/07/2013,21.2733,2.43214
41372,04/08/2013,20.0653,2.44183
41373,04/09/2013,19.0691,2.45049
41374,04/10/2013,18.243,2.45797
41375,04/11/2013,17.5503,2.46468
41376,04/12/2013,16.9698,2.46987
41377,04/13/2013,16.4758,2.47419
41378,04/14/2013,16.0513,2.4777
41379,04/15/2013,15.6803,2.48086
41380,04/16/2013,15.3532,2.48358
