Time,Date,Discharge_inflow_m3pers,DOC_concentration_inflow_mgperL
41381,04/17/2013,15.0604,2.48607
41382,04/18/2013,14.7997,2.48766
41383,04/19/2013,14.8078,2.47878
41384,04/20/2013,14.5499,2.47984
41385,04/21/2013,14.3151,2.48073
41386,04/22/2013,14.1002,2.48125
41387,04/23/2013,13.8993,2.48185
41388,04/24/2013,13.7103,2.48245
41389,04/25/2013,13.554,2.47885
41390,04/26/2013,13.3853,2.47896
41391,04/27/2013,66.6374,2.50112
41392,04/28/2013,60.7758,2.4831
41393,04/29/2013,100.059,2.06545
41394,04/30/2013,87.8633,2.05104
41395,05/01/2013,73.8657,2.07601
41396,05/02/2013,62.3265,2.10035
41397,05/03/2013,53.1044,2.12706
41398,05/04/2013,45.9069,2.15121
41399,05/05/2013,39.9665,2.1814
41400,05/06/2013,35.2274,2.21283
41401,05/07/2013,31.3956,2.24418
41402,05/08/2013,28.3115,2.27476
41403,05/09/2013,25.8241,2.30379
41404,05/10/2013,23.8585,2.32702
41405,05/11/2013,22.217,2.35168
41406,05/12/2013,20.8775,2.37367
41407,05/13/2013,19.7761,2.39323
41408,05/14/2013,18.8829,2.40805
41409,05/15/2013,19.6273,2.33908
41410,05/16/2013,25.3605,2.18148
41411,05/17/2013,25.7807,2.25965
41412,05/18/2013,25.452,2.25636
41413,05/19/2013,28.2827,2.20081
41414,05/20/2013,27.8315,2.24681
41415,05/21/2013,26.5996,2.29336
41416,05/22/2013,25.2393,2.3293
41417,05/23/2013,24.1171,2.35997
41418,05/24/2013,24.4372,2.33356
41419,05/25/2013,24.417,2.37268
41420,05/26/2013,24.2909,2.40491
41421,05/27/2013,23.5383,2.42427
41422,05/28/2013,22.9096,2.43859
41423,05/29/2013,22.6481,2.45202
41424,05/30/2013,22.748,2.46764
41425,05/31/2013,22.306,2.47569
41426,06/01/2013,21.9017,2.48291
41427,06/02/2013,21.5365,2.48847
41428,06/03/2013,21.2046,2.49247
41429,06/04/2013,20.8979,2.49539
41430,06/05/2013,20.6129,2.49731
41431,06/06/2013,20.3426,2.49877
41432,06/07/2013,20.0841,2.49991
41433,06/08/2013,19.8949,2.49336
41434,06/09/2013,19.6657,2.49257
41435,06/10/2013,19.4625,2.48918
41436,06/11/2013,19.2616,2.4861
41437,06/12/2013,19.0628,2.48328
41438,06/13/2013,18.8661,2.48068
41439,06/14/2013,18.6713,2.47827
41440,06/15/2013,18.4786,2.47602
41441,06/16/2013,18.2879,2.47391
41442,06/17/2013,18.0991,2.4719
41443,06/18/2013,17.9123,2.47
41444,06/19/2013,17.7274,2.46818
41445,06/20/2013,17.5445,2.46643
41446,06/21/2013,17.3717,2.46357
41447,06/22/2013,17.1841,2.46314
41448,06/23/2013,17.1607,2.4532
41449,06/24/2013,16.9237,2.45767
41450,06/25/2013,16.6935,2.46221
41451,06/26/2013,16.4856,2.46436
41452,06/27/2013,16.3154,2.46157
41453,06/28/2013,18.2318,2.41209
41454,06/29/2013,17.5974,2.42418
41455,06/30/2013,17.0597,2.43429
41456,07/01/2013,16.6005,2.44251
41457,07/02/2013,16.2041,2.44909
41458,07/03/2013,15.8542,2.45487
41459,07/04/2013,15.5408,2.46013
41460,07/05/2013,15.2594,2.46453
41461,07/06/2013,15.0048,2.46808
41462,07/07/2013,14.771,2.47109
41463,07/08/2013,14.5575,2.47304
41464,07/09/2013,14.4055,2.46642
41465,07/10/2013,14.2568,2.4607
41466,07/11/2013,15.8243,2.43119
41467,07/12/2013,15.2814,2.43945
41468,07/13/2013,14.8198,2.44657
41469,07/14/2013,14.4416,2.44957
41470,07/15/2013,14.0983,2.45453
41471,07/16/2013,13.7955,2.45899
41472,07/17/2013,13.545,2.45943
41473,07/18/2013,14.4732,2.45101
41474,07/19/2013,14.0183,2.45495
41475,07/20/2013,13.6293,2.45837
41476,07/21/2013,13.6792,2.45572
41477,07/22/2013,13.3099,2.45859
41478,07/23/2013,12.9852,2.46199
41479,07/24/2013,12.7,2.46511
41480,07/25/2013,12.4478,2.46777
41481,07/26/2013,12.2197,2.47051
41482,07/27/2013,12.0152,2.4725
41483,07/28/2013,11.8281,2.47421
41484,07/29/2013,11.706,2.46492
41485,07/30/2013,11.5852,2.45739
41486,07/31/2013,11.4656,2.45129
41487,08/01/2013,11.3473,2.44634
41488,08/02/2013,11.2302,2.44231
41489,08/03/2013,11.1142,2.43904
41490,08/04/2013,10.9995,2.43638
41491,08/05/2013,10.886,2.43421
41492,08/06/2013,10.7736,2.43244
41493,08/07/2013,10.7329,2.42457
41494,08/08/2013,12.1439,2.47524
41495,08/09/2013,11.6704,2.47477
41496,08/10/2013,11.2702,2.47497
41497,08/11/2013,10.9276,2.47598
41498,08/12/2013,10.6344,2.47691
41499,08/13/2013,10.4029,2.47249
41500,08/14/2013,10.1807,2.47326
41501,08/15/2013,9.98487,2.47372
41502,08/16/2013,9.80914,2.47425
41503,08/17/2013,11.118,2.53184
41504,08/18/2013,10.6722,2.52249
41505,08/19/2013,10.447,2.51381
41506,08/20/2013,12.1089,2.59165
41507,08/21/2013,11.4059,2.5737
41508,08/22/2013,10.8276,2.5581
41509,08/23/2013,10.349,2.54468
41510,08/24/2013,25.1781,2.8707
41511,08/25/2013,24.7917,2.83441
41512,08/26/2013,21.6376,2.80213
41513,08/27/2013,22.1768,2.77379
41514,08/28/2013,19.3228,2.74629
41515,08/29/2013,17.0092,2.71992
41516,08/30/2013,15.1479,2.69411
41517,08/31/2013,13.651,2.6687
41518,09/01/2013,12.4417,2.64479
41519,09/02/2013,11.4643,2.62216
41520,09/03/2013,10.6714,2.60125
41521,09/04/2013,10.0243,2.58254
41522,09/05/2013,9.49245,2.5664
41523,09/06/2013,9.05393,2.55234
41524,09/07/2013,8.70563,2.53564
41525,09/08/2013,8.39979,2.52557
41526,09/09/2013,8.14058,2.51741
41527,09/10/2013,11.9127,2.6682
41528,09/11/2013,30.9574,2.82488
41529,09/12/2013,27.839,2.78941
41530,09/13/2013,23.5491,2.77113
41531,09/14/2013,20.1194,2.75153
41532,09/15/2013,21.9136,2.70077
41533,09/16/2013,18.7907,2.68526
41534,09/17/2013,16.3096,2.66602
41535,09/18/2013,14.303,2.64962
41536,09/19/2013,12.6914,2.6334
41537,09/20/2013,12.0337,2.60643
41538,09/21/2013,10.8596,2.59301
41539,09/22/2013,9.91332,2.58
41540,09/23/2013,9.14827,2.56768
41541,09/24/2013,8.52482,2.55706
41542,09/25/2013,8.01377,2.54835
41543,09/26/2013,7.59354,2.54111
41544,09/27/2013,7.24572,2.5353
41545,09/28/2013,6.9592,2.52953
41546,09/29/2013,6.72064,2.52416
41547,09/30/2013,6.51879,2.51978
41548,10/01/2013,6.34261,2.51772
41549,10/02/2013,6.1904,2.51626
41550,10/03/2013,6.05663,2.51564
41551,10/04/2013,6.81979,2.53498
41552,10/05/2013,7.34986,2.54912
41553,10/06/2013,7.737,2.56142
41554,10/07/2013,7.865,2.56754
41555,10/08/2013,7.33776,2.5584
41556,10/09/2013,6.90785,2.55013
41557,10/10/2013,7.51017,2.57689
41558,10/11/2013,22.1462,2.81581
41559,10/12/2013,18.6619,2.79814
41560,10/13/2013,15.8765,2.7792
41561,10/14/2013,13.6479,2.7593
41562,10/15/2013,11.8626,2.73881
41563,10/16/2013,10.4297,2.71835
41564,10/17/2013,9.27984,2.6978
41565,10/18/2013,8.35521,2.67765
41566,10/19/2013,7.60944,2.6585
41567,10/20/2013,7.00576,2.64088
41568,10/21/2013,6.51672,2.62446
41569,10/22/2013,6.1166,2.61045
41570,10/23/2013,5.78873,2.59824
41571,10/24/2013,5.52089,2.58667
41572,10/25/2013,5.296,2.57814
41573,10/26/2013,5.10707,2.57152
41574,10/27/2013,4.94849,2.56576
41575,10/28/2013,4.81307,2.56133
41576,10/29/2013,4.70037,2.55576
41577,10/30/2013,4.60247,2.5511
41578,10/31/2013,4.51533,2.54782
41579,11/01/2013,4.43789,2.5451
41580,11/02/2013,4.36527,2.54459
41581,11/03/2013,4.29872,2.54463
41582,11/04/2013,4.23915,2.54392
41583,11/05/2013,4.19155,2.53873
41584,11/06/2013,4.14781,2.53337
41585,11/07/2013,4.105,2.52923
41586,11/08/2013,4.06263,2.52631
41587,11/09/2013,4.07054,2.50913
41588,11/10/2013,4.0075,2.5181
41589,11/11/2013,3.9508,2.52493
41590,11/12/2013,3.89747,2.53114
41591,11/13/2013,3.85725,2.53005
41592,11/14/2013,3.81743,2.52965
41593,11/15/2013,3.77803,2.52982
41594,11/16/2013,3.73936,2.53025
41595,11/17/2013,12.4215,3.10336
41596,11/18/2013,63.3304,3.10516
41597,11/19/2013,64.0119,2.8909
41598,11/20/2013,52.8525,2.87353
41599,11/21/2013,43.1814,2.86294
41600,11/22/2013,35.4741,2.85062
41601,11/23/2013,29.3304,2.83638
41602,11/24/2013,24.4298,2.82024
41603,11/25/2013,20.5195,2.80212
41604,11/26/2013,17.3976,2.78208
41605,11/27/2013,14.9036,2.76026
41606,11/28/2013,12.9079,2.7373
41607,11/29/2013,11.3089,2.71364
41608,11/30/2013,10.0254,2.68996
41609,12/01/2013,8.99248,2.66701
41610,12/02/2013,8.16037,2.64491
41611,12/03/2013,7.48643,2.62473
41612,12/04/2013,6.94127,2.60578
41613,12/05/2013,6.49686,2.589
41614,12/06/2013,6.13387,2.57403
41615,12/07/2013,5.83531,2.56108
41616,12/08/2013,5.58794,2.55015
41617,12/09/2013,5.38138,2.54109
41618,12/10/2013,5.20701,2.53393
41619,12/11/2013,5.05896,2.52812
41620,12/12/2013,4.93147,2.52373
41621,12/13/2013,4.82114,2.5202
41622,12/14/2013,4.72341,2.51801
41623,12/15/2013,4.63623,2.51669
41624,12/16/2013,4.55739,2.51622
41625,12/17/2013,4.48535,2.51638
41626,12/18/2013,4.4195,2.5167
41627,12/19/2013,4.36354,2.51433
41628,12/20/2013,4.30483,2.51597
41629,12/21/2013,4.25032,2.51723
41630,12/22/2013,4.19808,2.51885
41631,12/23/2013,4.1522,2.51808
41632,12/24/2013,4.11165,2.51522
41633,12/25/2013,4.09152,2.50085
41634,12/26/2013,4.50237,2.48683
41635,12/27/2013,4.44671,2.49213
41636,12/28/2013,4.39657,2.49504
41637,12/29/2013,4.35119,2.49583
41638,12/30/2013,4.30628,2.49685
41639,12/31/2013,4.26183,2.49807
41640,01/01/2014,4.21785,2.49945
41641,01/02/2014,4.17431,2.50096
41642,01/03/2014,4.13123,2.5026
41643,01/04/2014,4.10009,2.49731
41644,01/05/2014,4.40564,2.48846
41645,01/06/2014,4.35746,2.49167
41646,01/07/2014,4.31248,2.4934
41647,01/08/2014,4.26797,2.49519
41648,01/09/2014,4.22392,2.49703
41649,01/10/2014,4.18032,2.49892
41650,01/11/2014,4.13717,2.50085
41651,01/12/2014,4.09447,2.50283
41652,01/13/2014,4.05221,2.50486
41653,01/14/2014,4.01038,2.50692
41654,01/15/2014,3.96899,2.50903
41655,01/16/2014,3.92802,2.51119
41656,01/17/2014,3.88748,2.51339
41657,01/18/2014,3.86415,2.50471
41658,01/19/2014,3.84617,2.51188
41659,01/20/2014,4.20968,2.49692
41660,01/21/2014,4.23845,2.49556
41661,01/22/2014,4.1947,2.49754
41662,01/23/2014,4.1514,2.49956
41663,01/24/2014,4.19145,2.49762
41664,01/25/2014,4.3573,2.48705
41665,01/26/2014,5.04619,2.46567
41666,01/27/2014,4.99884,2.46486
41667,01/28/2014,5.46795,2.4546
41668,01/29/2014,5.4992,2.44894
41669,01/30/2014,6.34922,2.43358
41670,01/31/2014,7.07771,2.42831
41671,02/01/2014,7.01038,2.42708
41672,02/02/2014,7.58424,2.42505
41673,02/03/2014,7.53345,2.42544
41674,02/04/2014,7.45569,2.42606
41675,02/05/2014,7.3875,2.42381
41676,02/06/2014,8.03908,2.42227
41677,02/07/2014,7.95611,2.42274
41678,02/08/2014,7.95455,2.42276
41679,02/09/2014,7.88433,2.42318
41680,02/10/2014,8.04203,2.42022
41681,02/11/2014,8.68769,2.41961
41682,02/12/2014,8.59802,2.41991
41683,02/13/2014,8.50928,2.42023
41684,02/14/2014,8.42145,2.42057
41685,02/15/2014,8.33453,2.42093
41686,02/16/2014,8.25937,2.41813
41687,02/17/2014,8.42284,2.42059
41688,02/18/2014,8.33591,2.42095
41689,02/19/2014,8.24994,2.42131
41690,02/20/2014,8.16472,2.42174
41691,02/21/2014,8.09896,2.41663
41692,02/22/2014,8.93994,2.41749
41693,02/23/2014,8.84196,2.41928
41694,02/24/2014,8.7507,2.41953
41695,02/25/2014,8.66038,2.4198
41696,02/26/2014,8.57199,2.41981
41697,02/27/2014,8.48252,2.42041
41698,02/28/2014,8.39497,2.42075
41699,03/01/2014,8.30832,2.42111
41700,03/02/2014,8.22256,2.42149
41701,03/03/2014,8.15994,2.41529
41702,03/04/2014,8.86577,2.41749
41703,03/05/2014,8.76769,2.41954
41704,03/06/2014,8.6772,2.4198
41705,03/07/2014,8.58763,2.42009
41706,03/08/2014,8.499,2.42039
41707,03/09/2014,8.41127,2.42072
41708,03/10/2014,8.32445,2.42107
41709,03/11/2014,8.23853,2.42144
41710,03/12/2014,8.1535,2.42183
41711,03/13/2014,8.06934,2.42225
41712,03/14/2014,7.98605,2.42269
41713,03/15/2014,7.90362,2.42314
41714,03/16/2014,7.82205,2.42362
41715,03/17/2014,7.74131,2.42413
41716,03/18/2014,7.66141,2.42465
41717,03/19/2014,7.58233,2.42519
41718,03/20/2014,7.50407,2.42576
41719,03/21/2014,7.42661,2.42635
41720,03/22/2014,7.37572,2.41848
41721,03/23/2014,7.88152,2.51605
41722,03/24/2014,7.66981,2.50448
41723,03/25/2014,7.55158,2.49545
41724,03/26/2014,7.85754,2.48054
41725,03/27/2014,7.70606,2.47291
41726,03/28/2014,7.96103,2.46427
41727,03/29/2014,7.82657,2.46201
41728,03/30/2014,7.71013,2.45839
41729,03/31/2014,7.78969,2.45625
41730,04/01/2014,7.67892,2.45661
41731,04/02/2014,7.57567,2.45697
41732,04/03/2014,18.61,3.44638
41733,04/04/2014,19.4729,3.19975
41734,04/05/2014,17.9283,3.09697
41735,04/06/2014,16.3609,3.01346
41736,04/07/2014,15.0907,2.9356
41737,04/08/2014,14.0596,2.86404
41738,04/09/2014,13.2166,2.80001
41739,04/10/2014,12.525,2.74335
41740,04/11/2014,11.982,2.68813
41741,04/12/2014,11.5068,2.6456
41742,04/13/2014,11.1013,2.61113
41743,04/14/2014,10.7572,2.58244
41744,04/15/2014,10.463,2.5586
41745,04/16/2014,10.2121,2.53815
41746,04/17/2014,9.99262,2.52138
41747,04/18/2014,9.79592,2.50837
41748,04/19/2014,9.62305,2.49705
41749,04/20/2014,9.46952,2.4871
41750,04/21/2014,9.34619,2.47441
41751,04/22/2014,9.43711,2.49382
41752,04/23/2014,9.90191,2.48124
41753,04/24/2014,9.73588,2.47549
41754,04/25/2014,9.60143,2.46651
41755,04/26/2014,9.61306,2.46267
41756,04/27/2014,9.55682,2.46261
41757,04/28/2014,10.1968,2.45682
41758,04/29/2014,10.0561,2.45531
41759,04/30/2014,9.93729,2.45085
41760,05/01/2014,9.85033,2.44041
41761,05/02/2014,10.1113,2.43815
41762,05/03/2014,10.1818,2.43443
41763,05/04/2014,10.0767,2.43113
41764,05/05/2014,9.97271,2.42847
41765,05/06/2014,9.86977,2.42635
41766,05/07/2014,9.7679,2.42465
41767,05/08/2014,9.66708,2.4233
41768,05/09/2014,9.5673,2.42224
41769,05/10/2014,9.46855,2.42141
41770,05/11/2014,9.37082,2.42077
41771,05/12/2014,9.2741,2.4203
41772,05/13/2014,18.5935,3.48604
41773,05/14/2014,16.5571,3.37501
41774,05/15/2014,15.1671,3.25366
41775,05/16/2014,24.4477,3.63681
41776,05/17/2014,22.9788,3.45283
41777,05/18/2014,20.3587,3.35051
41778,05/19/2014,18.2505,3.24943
41779,05/20/2014,16.6878,3.15201
41780,05/21/2014,25.2703,3.4537
41781,05/22/2014,24.4181,3.27653
41782,05/23/2014,21.8487,3.18466
41783,05/24/2014,19.7798,3.09521
41784,05/25/2014,18.1068,3.01051
41785,05/26/2014,17.603,2.96629
41786,05/27/2014,16.3268,2.89238
41787,05/28/2014,16.6707,2.89969
41788,05/29/2014,17.1306,2.79927
41789,05/30/2014,18.9395,2.90266
41790,05/31/2014,19.2052,2.80709
41791,06/01/2014,18.2346,2.75063
41792,06/02/2014,17.321,2.70256
41793,06/03/2014,16.5631,2.66105
41794,06/04/2014,16.167,2.63536
41795,06/05/2014,15.5861,2.60391
41796,06/06/2014,15.0934,2.57764
41797,06/07/2014,14.6678,2.55655
41798,06/08/2014,14.298,2.53955
41799,06/09/2014,13.9743,2.52579
41800,06/10/2014,13.6908,2.51418
41801,06/11/2014,13.4387,2.50455
41802,06/12/2014,13.2115,2.49664
41803,06/13/2014,13.0217,2.48685
41804,06/14/2014,21.1617,3.11818
41805,06/15/2014,25.6763,3.24469
41806,06/16/2014,23.8407,3.18041
41807,06/17/2014,53.2466,3.42758
41808,06/18/2014,48.1938,3.33262
41809,06/19/2014,41.1912,3.27199
41810,06/20/2014,35.4224,3.21126
41811,06/21/2014,30.801,3.14766
41812,06/22/2014,27.0993,3.08185
41813,06/23/2014,24.1258,3.01582
41814,06/24/2014,25.1491,2.95367
41815,06/25/2014,22.5846,2.8947
41816,06/26/2014,24.0284,2.85501
41817,06/27/2014,23.186,2.78644
41818,06/28/2014,21.2429,2.74339
41819,06/29/2014,49.7928,2.8629
41820,06/30/2014,43.5196,2.8272
41821,07/01/2014,37.5649,2.79806
41822,07/02/2014,32.7954,2.76764
41823,07/03/2014,28.9702,2.73649
41824,07/04/2014,25.8923,2.70583
41825,07/05/2014,23.4124,2.67602
41826,07/06/2014,21.411,2.64742
41827,07/07/2014,39.2831,2.58759
41828,07/08/2014,34.8019,2.57366
41829,07/09/2014,43.4705,2.47027
41830,07/10/2014,39.2912,2.46966
41831,07/11/2014,44.5597,2.38227
41832,07/12/2014,49.819,2.29429
41833,07/13/2014,43.317,2.30808
41834,07/14/2014,37.6725,2.32039
41835,07/15/2014,33.1409,2.33347
41836,07/16/2014,29.5,2.3467
41837,07/17/2014,26.568,2.3598
41838,07/18/2014,24.2014,2.37241
41839,07/19/2014,22.2887,2.3839
41840,07/20/2014,20.744,2.39332
41841,07/21/2014,19.4809,2.40202
41842,07/22/2014,18.4425,2.40991
41843,07/23/2014,17.5843,2.41686
41844,07/24/2014,16.8696,2.42294
41845,07/25/2014,16.2762,2.42723
41846,07/26/2014,15.7713,2.43118
41847,07/27/2014,15.3387,2.43461
41848,07/28/2014,14.9962,2.43246
41849,07/29/2014,29.8766,2.3043
41850,07/30/2014,26.4788,2.31873
41851,07/31/2014,23.7433,2.33333
41852,08/01/2014,21.5419,2.34708
41853,08/02/2014,19.7658,2.35966
41854,08/03/2014,18.3243,2.37137
41855,08/04/2014,17.1536,2.38147
41856,08/05/2014,19.1426,2.33771
41857,08/06/2014,17.745,2.3528
41858,08/07/2014,19.8884,2.3188
41859,08/08/2014,18.2851,2.33576
41860,08/09/2014,16.9846,2.35124
41861,08/10/2014,15.9199,2.36589
41862,08/11/2014,15.056,2.37757
41863,08/12/2014,14.3414,2.38812
41864,08/13/2014,17.5079,2.3414
41865,08/14/2014,16.2492,2.35479
41866,08/15/2014,15.227,2.36637
41867,08/16/2014,14.9511,2.36373
41868,08/17/2014,14.1435,2.375
41869,08/18/2014,13.4746,2.38536
41870,08/19/2014,12.9192,2.39428
41871,08/20/2014,12.8139,2.38969
41872,08/21/2014,12.3519,2.39733
41873,08/22/2014,25.2399,2.34811
41874,08/23/2014,26.804,2.35131
41875,08/24/2014,24.824,2.36384
41876,08/25/2014,22.5899,2.37311
41877,08/26/2014,20.7793,2.38214
41878,08/27/2014,19.3113,2.39015
41879,08/28/2014,18.1148,2.39723
41880,08/29/2014,17.1351,2.40329
41881,08/30/2014,16.3462,2.40572
41882,08/31/2014,15.6729,2.41039
41883,09/01/2014,15.1083,2.41446
41884,09/02/2014,14.633,2.41761
41885,09/03/2014,14.2302,2.41971
41886,09/04/2014,13.883,2.42137
41887,09/05/2014,15.2647,2.40328
41888,09/06/2014,14.6537,2.4074
41889,09/07/2014,14.1398,2.41114
41890,09/08/2014,13.7039,2.41445
41891,09/09/2014,13.3353,2.41648
41892,09/10/2014,13.0153,2.41839
41893,09/11/2014,12.7347,2.42011
41894,09/12/2014,12.4891,2.42102
41895,09/13/2014,12.2687,2.42182
41896,09/14/2014,12.0898,2.41831
41897,09/15/2014,11.9057,2.41899
41898,09/16/2014,11.7331,2.42003
41899,09/17/2014,11.8388,2.41615
41900,09/18/2014,11.6327,2.41777
41901,09/19/2014,11.4453,2.41918
41902,09/20/2014,11.2735,2.42031
41903,09/21/2014,11.1164,2.42077
41904,09/22/2014,10.9876,2.41706
41905,09/23/2014,10.887,2.40974
41906,09/24/2014,13.0275,2.45116
41907,09/25/2014,14.5434,2.43981
41908,09/26/2014,14.4309,2.43527
41909,09/27/2014,13.9987,2.43145
41910,09/28/2014,27.2286,2.59561
41911,09/29/2014,27.4906,2.56154
41912,09/30/2014,25.5627,2.54264
41913,10/01/2014,23.3617,2.52668
41914,10/02/2014,21.5789,2.51169
41915,10/03/2014,20.1307,2.4977
41916,10/04/2014,18.9478,2.48502
41917,10/05/2014,27.606,2.52866
41918,10/06/2014,27.823,2.51257
41919,10/07/2014,25.5567,2.50064
41920,10/08/2014,23.7182,2.48943
41921,10/09/2014,22.2197,2.47916
41922,10/10/2014,20.9938,2.46972
41923,10/11/2014,19.9847,2.46119
41924,10/12/2014,19.147,2.45373
41925,10/13/2014,18.4492,2.44688
41926,10/14/2014,17.8625,2.44067
41927,10/15/2014,17.3629,2.43525
41928,10/16/2014,16.9298,2.431
41929,10/17/2014,16.5523,2.42741
41930,10/18/2014,16.2203,2.42424
41931,10/19/2014,15.9238,2.42158
41932,10/20/2014,15.6576,2.41911
41933,10/21/2014,15.4138,2.4171
41934,10/22/2014,15.192,2.41487
41935,10/23/2014,14.9868,2.41267
41936,10/24/2014,14.7928,2.41084
41937,10/25/2014,14.6081,2.40936
41938,10/26/2014,14.4322,2.40793
41939,10/27/2014,14.265,2.40635
41940,10/28/2014,14.1151,2.40291
41941,10/29/2014,13.9681,2.39988
41942,10/30/2014,13.8239,2.39713
41943,10/31/2014,13.6812,2.3948
41944,11/01/2014,13.54,2.39281
41945,11/02/2014,13.4003,2.3911
41946,11/03/2014,13.272,2.38782
41947,11/04/2014,23.1338,2.67288
41948,11/05/2014,21.0454,2.63678
41949,11/06/2014,19.6353,2.60113
41950,11/07/2014,18.1805,2.57169
41951,11/08/2014,16.9964,2.54488
41952,11/09/2014,16.0287,2.52077
41953,11/10/2014,15.2327,2.49954
41954,11/11/2014,14.5751,2.48086
41955,11/12/2014,14.0259,2.46493
41956,11/13/2014,13.5635,2.45144
41957,11/14/2014,13.1696,2.44031
41958,11/15/2014,12.8321,2.43089
41959,11/16/2014,12.54,2.42292
41960,11/17/2014,12.2836,2.4163
41961,11/18/2014,12.0566,2.41067
41962,11/19/2014,11.8517,2.40619
41963,11/20/2014,11.6648,2.40262
41964,11/21/2014,11.4917,2.39998
41965,11/22/2014,11.3299,2.39807
41966,11/23/2014,11.1776,2.39673
41967,11/24/2014,11.0344,2.39556
41968,11/25/2014,10.8992,2.39441
41969,11/26/2014,10.7808,2.39104
41970,11/27/2014,10.6553,2.39047
41971,11/28/2014,17.4016,2.73261
41972,11/29/2014,77.5184,2.97726
41973,11/30/2014,177.658,2.27724
41974,12/01/2014,151.889,2.22019
41975,12/02/2014,125.243,2.2272
41976,12/03/2014,104.326,2.21875
41977,12/04/2014,89.2187,2.18751
41978,12/05/2014,76.0352,2.18509
41979,12/06/2014,64.7169,2.19996
41980,12/07/2014,55.5017,2.21493
41981,12/08/2014,48.0918,2.23041
41982,12/09/2014,42.3162,2.24727
41983,12/10/2014,37.5427,2.26312
41984,12/11/2014,33.6634,2.2784
41985,12/12/2014,30.5385,2.29294
41986,12/13/2014,28.0131,2.30651
41987,12/14/2014,25.9646,2.31894
41988,12/15/2014,24.5692,2.31133
41989,12/16/2014,24.7668,2.33521
41990,12/17/2014,23.5829,2.34532
41991,12/18/2014,22.5987,2.354
41992,12/19/2014,21.7767,2.36104
41993,12/20/2014,21.0833,2.36673
41994,12/21/2014,20.4939,2.37109
41995,12/22/2014,19.987,2.37439
41996,12/23/2014,19.5451,2.3769
41997,12/24/2014,19.1568,2.3786
41998,12/25/2014,18.8109,2.37968
41999,12/26/2014,18.4984,2.38037
42000,12/27/2014,18.2134,2.38067
42001,12/28/2014,17.9746,2.37747
42002,12/29/2014,18.2189,2.3801
42003,12/30/2014,17.98,2.38002
42004,12/31/2014,17.7539,2.3797
42005,01/01/2015,17.5385,2.3792
42006,01/02/2015,17.3309,2.3787
42007,01/03/2015,17.1298,2.37822
42008,01/04/2015,16.9347,2.37769
42009,01/05/2015,16.7466,2.37688
42010,01/06/2015,16.5631,2.37603
42011,01/07/2015,16.3838,2.37512
42012,01/08/2015,16.2123,2.37356
42013,01/09/2015,16.045,2.37184
42014,01/10/2015,15.8794,2.37028
42015,01/11/2015,15.7155,2.36884
42016,01/12/2015,15.5533,2.36751
42017,01/13/2015,15.3928,2.36628
42018,01/14/2015,15.2339,2.36513
42019,01/15/2015,15.0766,2.36405
42020,01/16/2015,14.921,2.36303
42021,01/17/2015,14.767,2.36207
42022,01/18/2015,14.6146,2.36116
42023,01/19/2015,14.4771,2.35813
42024,01/20/2015,14.3187,2.35879
42025,01/21/2015,14.1667,2.35871
42026,01/22/2015,14.0205,2.35797
42027,01/23/2015,13.8758,2.35727
42028,01/24/2015,13.7326,2.3566
42029,01/25/2015,13.5908,2.35597
42030,01/26/2015,13.4505,2.35536
42031,01/27/2015,13.3117,2.35479
42032,01/28/2015,13.1743,2.35426
42033,01/29/2015,13.0383,2.35375
42034,01/30/2015,12.908,2.3525
42035,01/31/2015,12.7706,2.35282
42036,02/01/2015,12.6387,2.3524
42037,02/02/2015,12.5083,2.352
42038,02/03/2015,12.3843,2.35067
42039,02/04/2015,12.6667,2.35078
42040,02/05/2015,13.22,2.35233
42041,02/06/2015,13.0836,2.35182
42042,02/07/2015,12.9485,2.35135
42043,02/08/2015,12.8149,2.3509
42044,02/09/2015,12.6826,2.35048
42045,02/10/2015,12.5517,2.35008
42046,02/11/2015,12.4221,2.34972
42047,02/12/2015,12.2939,2.34938
42048,02/13/2015,12.167,2.34907
42049,02/14/2015,12.0415,2.34878
42050,02/15/2015,11.9173,2.3485
42051,02/16/2015,11.7942,2.3483
42052,02/17/2015,11.6724,2.34809
42053,02/18/2015,11.552,2.34792
42054,02/19/2015,11.4327,2.34777
