date,q,swt,v,lh,sh,light,strat,t,rh,sp,cc,pev,ws,st7,st28,st100,st255,sm7,sm28,sm100,sm255,tp
1998-11-15,4.2708,13.095296,65179348.501175,-18.409228,-4.494598,204.082201,0.215609,9.86583327083333,92.1833532083333,965.7801975,97.375,0.0356657060625,3.33032148583333,10.2137499375,9.97624991666667,11.5387496875,15.3554166666667,0.357583333333333,0.344958333333333,0.335,0.312,4.4
1998-11-16,4.0625,12.98458,64213443.974763,-29.959746,-7.803642,174.258414,0.207883,9.36583319583333,93.402796125,970.254429583333,98,0.0266873303333333,3.42429146666667,9.8804165,10.0845832916667,11.5199995,15.2637497291667,0.361583333333333,0.348583333333333,0.336583333333333,0.312,1.1
1998-11-17,3.6111,12.916249,63797545.554846,-6.204214,-1.716027,153.242343,0.131944,7.7324999125,85.4906943333333,969.326124166667,98.0416666666667,0.0266899415,4.04222684583333,8.56583321666667,9.40541660416667,11.4616665208333,15.1783333333333,0.356666666666667,0.35,0.337,0.312,0
1998-11-18,3.9005,12.59537,63446883.073807,-128.738029,-30.323173,186.355275,0.145331,7.10749990833333,63.0680069583333,964.853520833333,75.5416666666667,0.0580766488666667,9.94503859583333,7.99708325833333,8.77416654166667,11.2929165416667,15.0887499791667,0.346791666666667,0.349041666666667,0.337,0.312,0
1998-11-19,3.4722,12.510963,63129092.129677,-9.31824,-2.463972,232.003774,0.308521,6.36583329166667,74.414784,966.617195,73.625,0.0472185044166667,4.98532467916667,6.7762499625,7.7012499,11.0074999375,14.99499975,0.339791666666667,0.346125,0.337,0.312708333333333,0
1998-11-20,4.1782,12.416927,62717374.495029,-4.054949,-1.155517,190.097613,0.303503,5.54291660833333,80.6629665833333,968.967348333333,82.4583333333333,0.0308727529483333,3.568114825,6.07624992916667,7.3199999125,10.6866665833333,14.895,0.337916666666667,0.343541666666667,0.336416666666667,0.313,0.3
1998-11-21,3.7731,12.058713,61429277.359306,-112.197475,-35.050126,232.492175,0.346016,2.034583334375,62.0212986666667,970.29299625,39.9166666666667,0.048094476746125,8.30166252916667,3.06374996375,5.56583327083333,10.2679165208333,14.7887497708333,0.335125,0.341416666666667,0.336,0.313,0
1998-11-22,3.3681,11.848323,61024136.873692,-49.53176,-17.27173,172.72755,0.160335,0.680416642916667,71.77465725,967.535171666667,86.5833333333333,0.0281433960083333,6.01974074166667,0.997083325,3.65750004583333,9.60958322916667,14.6741666666667,0.331666666666667,0.338833333333333,0.336,0.313,0.3
1998-11-23,3.5995,11.701919,60218566.736936,-22.346937,-7.516548,155.859692,0.126505,2.69916665458333,80.068265125,964.236379583333,84.875,0.031667633625,4.98564204166667,2.35333332729167,3.51166667083333,8.92208322916667,14.5449998125,0.331458333333333,0.337416666666667,0.336,0.313,0
1998-11-24,2.3264,11.456689,59603152.929604,-73.590807,-19.724437,262.639856,0.126505,4.382499959375,73.5835551666667,965.668095,17.2083333333333,0.0494451707083333,3.97034659583333,2.63874997104167,3.61791663333333,8.38666654166667,14.4075,0.330708333333333,0.335666666666667,0.335291666666667,0.313,0
1998-11-25,3.7732,11.24753,59266245.963782,-64.780806,-19.813195,93.464848,0.126505,3.73666665916667,82.4909320833333,964.315695416667,66.3333333333333,0.0247370889166667,4.7878984875,3.30124993375,3.855416625,7.98458332916667,14.2574998333333,0.336583333333333,0.335416666666667,0.336166666666667,0.313,2.1
1998-11-26,3.3796,11.025179,58747756.144762,-74.086089,-19.801126,230.455232,0.126505,5.03875000083333,81.6054072083333,965.566072083333,17.9166666666667,0.0461287940416667,4.54485744583333,4.38041660833333,4.25124996666667,7.71791661666667,14.1074999583333,0.34125,0.337625,0.337583333333333,0.313,0
1998-11-27,3.3681,10.896009,57839217.017204,-60.318251,-14.025913,175.265626,0.126464,5.79916662041667,76.5382767083333,966.348957916667,77.5833333333333,0.037109352,3.47291865,4.590833275,4.48041662083333,7.55333328333333,13.9512498958333,0.336375,0.3375,0.338,0.313,0.1
1998-11-28,3.3796,10.81336,57658492.247373,-27.487844,-7.413682,51.390718,0.468253,7.9824999,91.319991125,965.507854166667,97.375,0.0163209250979167,4.32147834583333,7.053333275,6.00333328333333,7.5512499125,13.8012498333333,0.374416666666667,0.343625,0.338,0.313,7.6
1998-11-29,3.3565,10.693975,57628403.230369,-30.380008,-8.388623,193.114056,0.28617,6.75333330833333,93.9292927916667,960.486169166667,78.0833333333333,0.030303076875,4.1928484125,7.58041664166667,7.17833324583333,7.77416661666667,13.6554166666667,0.400125,0.364875,0.3385,0.313,11.2
1998-11-30,3.2986,10.561187,57388017.411143,-58.636481,-14.917491,163.476207,0.285024,5.26791662083333,82.698147,961.41679625,83.9583333333333,0.030800347875,4.314400175,5.54499989166667,5.73666660416667,7.88458333333333,13.5179164791667,0.384125,0.375708333333333,0.339666666666667,0.313875,0.6
1998-12-01,2.9282,10.459615,57058432.909459,-23.768881,-6.414466,136.743818,0.244815,5.11374995666667,72.562943125,964.835248333333,76.8333333333333,0.03717838799625,8.6501465125,5.15749994583333,5.39499995,7.84083315833333,13.3825,0.375791666666667,0.373083333333333,0.340791666666667,0.314,0.5
1998-12-02,2.3264,10.25334,57148211.098075,-81.616284,-23.059925,108.594153,0.473008,5.35333329583333,76.428163875,964.815290833333,83.125,0.0328880253004167,11.86073625,5.31374991666667,5.47208325833333,7.77833328333333,13.2554164583333,0.36675,0.369416666666667,0.341833333333333,0.314,2.7
1998-12-03,8.2292,9.963662,58292460.932195,-110.117431,-37.294055,15.892745,0.25365,5.85958332083333,96.16306025,955.5161,99.9583333333333,0.0083984234875,19.131353,5.8762498875,6.06791662916667,7.77,13.1220833333333,0.431458333333333,0.418708333333333,0.359541666666667,0.314,64.6
1998-12-04,21.2153,9.822358,58717339.186728,-47.611086,-11.842575,218.40975,0.296024,6.86583316666667,76.5152056666667,953.669637083333,73.9166666666667,0.0484902568625,7.07186710833333,6.57833322083333,6.38458327083333,7.832499775,12.9991664583333,0.404375,0.417083333333333,0.388125,0.314791666666667,0
1998-12-05,10.9491,9.720723,58930450.162649,-26.772993,-8.503622,183.42246,0.282275,4.79708327083333,84.9792107916667,962.52009875,67.6666666666667,0.03154962325,4.57681551666667,4.94083334166667,5.5699999625,7.8387498125,12.8741666666667,0.391,0.403166666666667,0.38925,0.315916666666667,0
1998-12-06,6.4468,9.604389,59021920.787901,-32.519724,-9.520153,207.033874,0.217563,4.67416657791667,79.69029025,969.0676225,49.8333333333333,0.0404924517333333,4.13300962083333,4.14291662916667,4.64083325416667,7.67416665416667,12.7595831041667,0.382708333333333,0.395166666666667,0.388708333333333,0.317,0
1998-12-07,4.4097,9.479996,58535029.335678,-37.143451,-11.239296,221.745965,0.250696,4.12416664666667,80.3317644583333,973.011404583333,19.1666666666667,0.0398545385708333,3.71156937833333,3.03249995875,3.913749975,7.43041655416667,12.6304166666667,0.376666666666667,0.389083333333333,0.38775,0.318,0
1998-12-08,4.4213,9.308078,57869369.617462,-65.688741,-21.262931,210.000686,0.261129,3.74291660666667,83.8764615416667,974.71216125,10.9166666666667,0.0395573496416667,5.11374220833333,3.18249994316667,3.722083275,7.138749875,12.5074998125,0.3715,0.386916666666667,0.386916666666667,0.318875,0
1998-12-09,4.0162,9.214685,57778939.123065,-21.363428,-7.096893,148.407818,0.377142,3.66374994608333,87.216366125,973.306234583333,64.2916666666667,0.0314770134166667,5.64099172916667,2.78458331004167,3.90749994583333,6.92208333333333,12.37625,0.368625,0.381041666666667,0.385666666666667,0.319708333333333,0
1998-12-10,4.213,9.083085,57568252.390981,-50.065306,-14.047513,184.979046,0.253641,5.57833331916667,85.21600275,970.97710625,39.625,0.0396978589833333,4.966508445,4.29499998333333,4.48874995833333,6.79083325833333,12.2491664583333,0.365666666666667,0.376458333333333,0.384625,0.320375,0
1998-12-11,3.9236,9.041132,57178155.219913,-19.745935,-3.995849,121.957088,0.313828,7.92208332916667,86.5817507083333,968.93190875,85.2083333333333,0.02485249675,4.82983053333333,6.59916654583333,5.5574999,6.83041647916667,12.12,0.363166666666667,0.372,0.382708333333333,0.321,0
1998-12-12,3.5069,9.011292,57148211.098075,-11.954252,-1.057559,140.268172,0.291704,9.45333319583333,88.3077779166667,974.483047916667,64.2916666666667,0.0286586677416667,3.43221296666667,8.02416656666667,6.726249925,7.02208328333333,11.9949997916667,0.360333333333333,0.368458333333333,0.3805,0.321958333333333,0
1998-12-13,3.5185,8.968236,57148211.098075,-16.049297,-2.287684,184.745841,0.280526,9.5970833625,86.8910467083333,978.902706666667,32.4166666666667,0.0436527679,4.6345801875,7.65541665416667,6.9866665875,7.26583329583333,11.8804166666667,0.357041666666667,0.365458333333333,0.379375,0.322208333333333,0
1998-12-14,3.4491,8.906096,56729941.240311,-40.701926,-6.006806,212.234342,0.274438,8.661666675,82.5835734583333,977.425152083333,49.4583333333333,0.046400532625,6.326665775,7.09916656666667,7.21999993333333,7.50333329583333,11.7741664166667,0.353041666666667,0.362208333333333,0.377708333333333,0.323,0
1998-12-15,4.1204,8.880397,56194759.557754,-11.03257,-1.493025,214.664508,0.258318,7.98666664166667,78.7574866666667,974.518422083333,0.25,0.0470498425041667,4.3193452,6.39916664166667,7.15124994166667,7.69291666666667,11.67625,0.34925,0.359375,0.376708333333333,0.323208333333333,0
1998-12-16,3.2407,8.806608,55515144.849926,-29.458486,-6.098487,214.453152,0.275299,7.07416662916667,86.2241529166667,974.121434166667,1.66666666666667,0.0455161350083333,4.93146647916667,5.95541665416667,6.394999925,7.7575,11.5845832916667,0.346458333333333,0.356666666666667,0.3755,0.324,0
1998-12-17,3.5764,8.757433,55103779.251486,-3.090879,-0.863475,194.289103,0.261438,6.03458333041667,88.648567375,974.012888333333,20.3333333333333,0.0376963183875,4.66626802,5.15333330833333,5.97416660416667,7.72625,11.4929164375,0.343583333333333,0.353958333333333,0.374,0.324,0
1998-12-18,3.4722,8.64958,54635781.696797,-30.175889,-8.197107,147.882857,0.253623,6.03666657916667,88.7149585416667,973.626205416667,31.5416666666667,0.027589071125,4.66585162916667,5.84916659583333,6.61166656666667,7.72,11.3991666666667,0.342083333333333,0.351583333333333,0.37275,0.324916666666667,0
1998-12-19,3.8773,8.606084,54170052.776844,-1.257475,-0.318511,172.04463,0.275214,5.66166661333333,83.2951951666667,969.076021666667,54.875,0.0365952838958333,4.3156408875,4.71166657083333,5.42416659166667,7.63458322083333,11.3095831666667,0.339833333333333,0.349333333333333,0.371541666666667,0.325,0
1998-12-20,3.669,8.381223,54170052.776844,-123.849962,-32.324703,162.836868,0.253617,5.8116666375,80.1900580833333,953.581534583333,59.6666666666667,0.0378816135416667,10.6740224916667,5.486666675,5.4199999375,7.50333325833333,11.2220832083333,0.337541666666667,0.347041666666667,0.370416666666667,0.325291666666667,0
1998-12-21,3.8542,8.176175,54053974.023819,-118.669574,-18.989781,217.308286,0.253615,5.41583322916667,52.51836925,958.327808333333,29.9166666666667,0.0683085445208333,9.35881848333333,5.361666575,5.2699999125,7.39083329583333,11.1304166666667,0.333583333333333,0.344291666666667,0.368625,0.326,0
